ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Today's date,Tree ID,Other - Tree ID,"If Tree ID marked as 'Other', please explain",Species,Other - Species,Leafout Tracking - Blue Oaks,Leafout Tracking - Live Oaks,Percent Brown,Mistletoe,Lichen Survey,How robust is the lichen on the tree? ,General phenology,Notes,Tree DBH (diameter at nail),General phenology,Acorn survey side 1,Acorn survey side 2,x,y
140,343a2592-fd08-4ee9-a68d-c57a7a09d813,7/10/2024 4:26:15 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:15 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2352,,,Live Oak,,,9,10-20%,,11%-20%,Lichen is wispy or mostly small,,leaves fully flushed but no color change yet,,Choice_9,,,-120.047520696675,34.6906051609397
141,e19b8580-f4c9-45ea-9968-2f289ad6f6d4,7/10/2024 4:26:17 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:17 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2377,,,Live Oak,,,10,<5%,,11%-20%,Lichen is wispy or mostly small,,leaves fully flushed but no color change yet,,Choice_9,,,-120.04773851769,34.690774689676
142,09b18c07-7056-401e-a05d-d8e63c5a92d7,7/10/2024 4:26:18 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:18 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2378,,,Blue Oak,,9,,<5%,,61-70%,Lichen volume is about 25% of l,,leaves fully flushed but no color change yet,,Choice_9,,,-120.047910914589,34.6907419841283
143,edcc08f6-c770-4684-99e8-a5eae1878b61,7/10/2024 4:26:20 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:20 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2379,,,Blue Oak,,10,,<5%,,81-90%,Majority of canopy volume is li,,leaves fully flushed but no color change yet,,Choice_9,,,-120.047977532393,34.6908441054774
144,87ecdf97-2425-4614-a727-705202c3b301,7/10/2024 4:26:22 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:22 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2380,,,Live Oak,,,10,5-10%,,11%-20%,Lichen is wispy or mostly small,,leaves fully flushed but no color change yet,,Choice_9,,,-120.048006841705,34.6909597154862
145,b01ec34c-fafa-4544-a241-1ac7034de1f7,7/10/2024 4:26:24 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:24 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2010,,,Blue Oak,,9,,5-10%,,81-90%,Lichen volume is similar to lea,,leaves fully flushed but no color change yet,,Choice_9,,,-120.048071437701,34.6900142303361
146,40519373-dfd2-417e-96c3-14e7a0cb6c28,7/10/2024 4:26:26 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:26 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2382,,,Blue Oak,,10,,5-10%,,71-80%,Lichen volume is similar to lea,,leaves fully flushed but no color change yet,,Choice_9,,,-120.0480796792,34.6900223157369
147,26987640-522f-4524-ac71-4ba76bc7e4ca,7/10/2024 4:26:27 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:27 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2381,,,Blue Oak,,8,,<5%,,81-90%,Majority of canopy volume is li,,leaves fully flushed but no color change yet,,Choice_9,,,-120.047758037924,34.6899154999087
148,2551ddbf-addb-41a2-b76e-84d2fefa7041,7/10/2024 4:26:30 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:30 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2384,,,Blue Oak,,8,,5-10%,,71-80%,Lichen volume is similar to lea,,leaves fully flushed but no color change yet,,Choice_9,,,-120.04767129324,34.689977109544
149,c64f66c8-7ac7-446c-867a-8d4700e8bbb1,7/10/2024 4:26:32 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:32 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2011,,,Blue Oak,,10,,<5%,,71-80%,Lichen volume is about 25% of l,,leaves fully flushed but no color change yet,,Choice_9,,,-120.047525249588,34.6899339229103
150,ee8378a6-ffe1-4f47-98e3-a2c0b0f81b54,7/10/2024 4:26:34 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:34 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2383,,,Blue Oak,,10,,5-10%,,81-90%,Majority of canopy volume is li,,leaves fully flushed but no color change yet,,Choice_9,,,-120.047598173927,34.6895508174975
151,bc2c51f6-72f0-43ea-baa0-be7ad71ec7f1,7/10/2024 4:26:36 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:36 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2024,,,Blue Oak,,8,,<5%,,81-90%,Lichen volume is similar to lea,,leaves fully flushed but no color change yet,,Choice_9,,,-120.050872136212,34.6873277603012
152,a116c495-2c10-48ea-832f-6dca6c3c12cf,7/10/2024 4:26:38 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:38 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2023,,,Live Oak,,,10,10-20%,,21-30%,Lichen is wispy or mostly small,,leaves fully flushed but no color change yet,,Choice_9,,,-120.050898658525,34.6871449929663
153,81cbc393-27c8-4a65-8cb1-8b246a3cc20b,7/10/2024 4:26:41 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:41 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2022,,,Live Oak,,,9,5-10%,,41-50%,Lichen volume is about 25% of l,,leaves fully flushed but no color change yet,,Choice_9,,,-120.050878964019,34.6869913496375
154,674d08c9-14c2-4554-9bd1-ab27d88ae587,7/10/2024 4:26:42 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:42 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2021,,,Blue Oak,,7,,<5%,,81-90%,Majority of canopy volume is li,,leaves fully flushed but no color change yet,,Choice_9,,,-120.050802032828,34.6866725089622
155,ae31d436-da0b-49c1-8ee7-eabb67a06c5e,7/10/2024 4:26:44 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:44 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2025,,,Blue Oak,,8,,10-20%,,71-80%,Majority of canopy volume is li,,leaves fully flushed but no color change yet,,Choice_9,,,-120.050912114645,34.6863763071701
156,c5d239e1-a8e3-4f34-b2ec-f3ac6f3391cd,7/10/2024 4:26:45 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:45 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2020,,,Blue Oak,,8,,5-10%,,71-80%,Lichen volume is similar to lea,,leaves fully flushed but no color change yet,,Choice_9,,,-120.050800280943,34.6862889261381
157,2e3d8f4c-4de0-42ba-9587-f8b90c1725f1,7/10/2024 4:26:47 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:47 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2026,,,Blue Oak,,9,,5-10%,,81-90%,Lichen volume is similar to lea,,leaves fully flushed but no color change yet. ,,Choice_9,,,-120.050928812174,34.6855576546763
158,e366003c-b596-409f-8317-9e1755449b60,7/10/2024 4:26:48 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:48 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2026,,,Blue Oak,,9,,<5%,,71-80%,Lichen volume is similar to lea,,leaves fully flushed but no color change yet,,Choice_9,,,-120.05085250742,34.6854950990949
159,ed061a40-e23e-4824-af48-ddfae68c842d,7/10/2024 4:26:49 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:49 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2028,,,Blue Oak,,8,,5-10%,,81-90%,Lichen volume is similar to lea,,leaves fully flushed but no color change yet,,Choice_9,,,-120.051390896607,34.6854312208171
160,b8d0541e-1135-42ef-b21f-05e7d8ffdee8,7/10/2024 4:26:51 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:51 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2029,,,Live Oak,,,10,10-20%,,11%-20%,Lichen is wispy or mostly small,,leaves fully flushed but no color change yet,,Choice_9,,,-120.051339436564,34.6853284950024
161,22c6ae82-2410-4a5f-a984-4cb7ee1f5d59,7/10/2024 4:26:52 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:52 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2030,,,Live Oak,,,8,5-10%,1,21-30%,Lichen is wispy or mostly small,,leaves fully flushed but no color change yet,,Choice_9,,,-120.051678579069,34.6851830358114
162,52be4ce3-9743-4287-9d39-011b0c51bf2c,7/10/2024 4:26:53 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:53 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2031,,,Blue Oak,,9,,<5%,,51-60%,Lichen volume is about 25% of l,,leaves fully flushed but no color change yet,,Choice_9,,,-120.052233293322,34.6847592690299
163,9c0d2340-e51f-4650-bc21-7dbac204bef8,7/10/2024 4:26:55 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:55 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,1478,,,Blue Oak,,8,,<5%,2,71-80%,Lichen is wispy or mostly small,,leaves fully flushed but no color change yet,,Choice_9,,,-120.050026825333,34.6963247157128
164,ef6c2700-5b30-4392-b29c-2eac6aa9223c,7/10/2024 4:26:56 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:56 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2016,,,Blue Oak,,8,,5-10%,,41-50%,Lichen is wispy or mostly small,,leaves fully flushed but no color change yet,,Choice_9,,,-120.050373412462,34.6965817396403
165,cf33e452-a6ba-440e-8742-78f6988925bd,7/10/2024 4:26:58 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:58 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2012,,,Blue Oak,,9,,<5%,,61-70%,Lichen volume is about 25% of l,,leaves fully flushed but no color change yet,,Choice_9,,,-120.05047300274,34.6971010356053
166,33ae17d1-2670-4f1b-8e44-2d9b6c3711cd,7/10/2024 4:26:59 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:26:59 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2013,,,Blue Oak,,9,,<5%,,11%-20%,Lichen is wispy or mostly small,,leaves fully flushed but no color change yet,,Choice_9,,,-120.050858445102,34.6976470268478
167,24a39b12-d47a-42a7-b2c2-f3f0e3bb3750,7/10/2024 4:27:01 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:27:01 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2015,,,Blue Oak,,8,,<5%,,71-80%,Lichen volume is similar to lea,,leaves fully flushed but no color change yet,,Choice_9,,,-120.050872843042,34.6976405399425
168,35264507-a2b2-416e-8cbb-edde169b27d0,7/10/2024 4:27:02 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:27:02 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2006,,,Blue Oak,,10,,<5%,,71-80%,Lichen volume is similar to lea,,leaves fully flushed but no color change yet,,Choice_9,,,-120.050415419074,34.698083304054
169,df7c3097-3c46-4df3-8cb6-dbcd5f0308b4,7/10/2024 4:27:03 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:27:03 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2007,,,Blue Oak,,8,,<5%,,71-80%,Lichen volume is similar to lea,,leaves fully flushed but no color change yet,,Choice_9,,,-120.050565851813,34.698280005739
170,2f18e189-bfdc-4945-81d1-81b8dab18afa,7/10/2024 4:27:04 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:27:04 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2008,,,Blue Oak,,9,,5-10%,,71-80%,Lichen volume is similar to lea,,leaves fully flushed but no color change yet,,Choice_9,,,-120.05056576625,34.6982945190256
171,501ddcfe-a703-4504-b7d1-2a999353d63a,7/10/2024 4:27:06 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:27:06 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2005,,,Blue Oak,,9,,<5%,,71-80%,Lichen volume is similar to lea,,leaves fully flushed but no color change yet,,Choice_9,,,-120.050226847794,34.6976100854076
172,69e01c0c-4d69-47a9-8dbb-fc4d719b15ee,7/10/2024 4:27:08 PM,rcruggeri@ucsb.edu_ucsb,7/10/2024 4:27:08 PM,rcruggeri@ucsb.edu_ucsb,6/5/2024 7:00:00 PM,2004,,,Blue Oak,,10,,<5%,,81-90%,Lichen volume is similar to lea,,leaves fully flushed but no color change yet,,Choice_9,,,0,0
